station_id,time_checked,num_bikes_avail,num_bikes_disabled,num_docks_avail,num_docks_disabled,station_status
7762,2023-12-11 14:26:06,13,0,0,1,IN_SERVICE
7002,2023-12-11 14:37:43,6,13,0,0,IN_SERVICE
7008,2023-12-11 14:37:43,15,4,0,0,IN_SERVICE
7023,2023-12-11 14:37:43,1,10,0,0,IN_SERVICE
7058,2023-12-11 14:37:43,8,10,1,0,IN_SERVICE
7063,2023-12-11 14:37:43,4,19,0,0,IN_SERVICE
7066,2023-12-11 14:37:43,15,2,0,0,IN_SERVICE
7078,2023-12-11 14:37:43,10,2,1,1,IN_SERVICE
7155,2023-12-11 14:37:43,2,17,0,0,IN_SERVICE
7170,2023-12-11 14:37:43,6,9,0,0,IN_SERVICE
7190,2023-12-11 14:37:43,12,3,0,0,IN_SERVICE
7191,2023-12-11 14:37:43,3,7,1,0,IN_SERVICE
7195,2023-12-11 14:37:43,2,9,0,0,IN_SERVICE
7250,2023-12-11 14:37:43,15,1,0,0,IN_SERVICE
7252,2023-12-11 14:37:43,0,17,1,0,IN_SERVICE
7273,2023-12-11 14:37:43,0,20,0,0,IN_SERVICE
7274,2023-12-11 14:37:43,9,7,0,0,IN_SERVICE
7285,2023-12-11 14:37:43,11,24,1,0,IN_SERVICE
7335,2023-12-11 14:37:43,3,16,0,0,IN_SERVICE
7358,2023-12-11 14:37:43,16,1,0,0,IN_SERVICE
7457,2023-12-11 14:37:43,5,16,2,0,IN_SERVICE
7600,2023-12-11 14:37:43,18,1,0,1,IN_SERVICE
7667,2023-12-11 14:37:43,12,21,0,0,IN_SERVICE
7762,2023-12-11 14:37:43,13,0,0,0,IN_SERVICE
7002,2023-12-11 14:47:29,4,15,0,0,IN_SERVICE
7008,2023-12-11 14:47:29,15,4,0,0,IN_SERVICE
7023,2023-12-11 14:47:29,1,10,0,0,IN_SERVICE
7058,2023-12-11 14:47:29,8,10,1,0,IN_SERVICE
7063,2023-12-11 14:47:29,5,18,0,0,IN_SERVICE
7066,2023-12-11 14:47:29,15,2,0,0,IN_SERVICE
7078,2023-12-11 14:47:29,10,2,1,1,IN_SERVICE
7155,2023-12-11 14:47:29,1,18,0,0,IN_SERVICE
7170,2023-12-11 14:47:29,6,9,0,0,IN_SERVICE
7190,2023-12-11 14:47:29,13,2,0,0,IN_SERVICE
7191,2023-12-11 14:47:29,2,8,1,0,IN_SERVICE
7195,2023-12-11 14:47:29,2,9,0,0,IN_SERVICE
7250,2023-12-11 14:47:29,16,0,0,0,IN_SERVICE
7252,2023-12-11 14:47:29,0,17,1,0,IN_SERVICE
7273,2023-12-11 14:47:29,0,20,0,0,IN_SERVICE
7274,2023-12-11 14:47:29,8,8,0,0,IN_SERVICE
7285,2023-12-11 14:47:29,11,24,1,0,IN_SERVICE
7335,2023-12-11 14:47:29,3,16,0,0,IN_SERVICE
7358,2023-12-11 14:47:29,16,1,0,0,IN_SERVICE
7457,2023-12-11 14:47:29,5,16,2,0,IN_SERVICE
7600,2023-12-11 14:47:29,18,1,0,1,IN_SERVICE
7667,2023-12-11 14:47:29,12,21,0,0,IN_SERVICE
7762,2023-12-11 14:47:29,13,0,0,0,IN_SERVICE
7002,2023-12-11 14:57:30,4,15,0,0,IN_SERVICE
7008,2023-12-11 14:57:30,15,4,0,0,IN_SERVICE
7023,2023-12-11 14:57:30,0,11,0,0,IN_SERVICE
7058,2023-12-11 14:57:30,8,10,1,0,IN_SERVICE
7063,2023-12-11 14:57:30,5,18,0,0,IN_SERVICE
7066,2023-12-11 14:57:30,15,2,0,0,IN_SERVICE
7078,2023-12-11 14:57:30,10,2,1,1,IN_SERVICE
7155,2023-12-11 14:57:30,1,18,0,0,IN_SERVICE
7170,2023-12-11 14:57:30,6,9,0,0,IN_SERVICE
7190,2023-12-11 14:57:30,12,3,0,0,IN_SERVICE
7191,2023-12-11 14:57:30,2,8,1,0,IN_SERVICE
7195,2023-12-11 14:57:30,2,9,0,0,IN_SERVICE
7250,2023-12-11 14:57:30,16,0,0,0,IN_SERVICE
7252,2023-12-11 14:57:30,0,17,1,0,IN_SERVICE
7273,2023-12-11 14:57:30,0,20,0,0,IN_SERVICE
7274,2023-12-11 14:57:30,9,7,0,0,IN_SERVICE
7285,2023-12-11 14:57:30,12,23,1,0,IN_SERVICE
7335,2023-12-11 14:57:30,3,16,0,0,IN_SERVICE
7358,2023-12-11 14:57:30,16,1,0,0,IN_SERVICE
7457,2023-12-11 14:57:30,5,16,2,0,IN_SERVICE
7600,2023-12-11 14:57:30,18,1,0,1,IN_SERVICE
7667,2023-12-11 14:57:30,12,21,0,0,IN_SERVICE
7762,2023-12-11 14:57:30,13,0,0,0,IN_SERVICE
7002,2023-12-11 15:22:14,4,15,0,0,IN_SERVICE
7008,2023-12-11 15:22:14,14,5,0,0,IN_SERVICE
7023,2023-12-11 15:22:14,0,11,0,0,IN_SERVICE
7058,2023-12-11 15:22:14,8,10,1,0,IN_SERVICE
7063,2023-12-11 15:22:14,7,16,0,0,IN_SERVICE
7066,2023-12-11 15:22:14,16,1,0,0,IN_SERVICE
7078,2023-12-11 15:22:14,8,4,1,2,IN_SERVICE
7155,2023-12-11 15:22:14,0,19,0,0,IN_SERVICE
7170,2023-12-11 15:22:14,6,9,0,0,IN_SERVICE
7190,2023-12-11 15:22:14,13,1,1,0,IN_SERVICE
7191,2023-12-11 15:22:14,1,9,1,0,IN_SERVICE
7195,2023-12-11 15:22:14,2,9,0,0,IN_SERVICE
7250,2023-12-11 15:22:14,16,0,0,0,IN_SERVICE
7252,2023-12-11 15:22:14,0,17,1,0,IN_SERVICE
7273,2023-12-11 15:22:14,0,20,0,0,IN_SERVICE
7274,2023-12-11 15:22:14,8,8,0,0,IN_SERVICE
7285,2023-12-11 15:22:14,12,23,1,0,IN_SERVICE
7335,2023-12-11 15:22:14,5,14,0,0,IN_SERVICE
7358,2023-12-11 15:22:14,16,1,0,0,IN_SERVICE
7457,2023-12-11 15:22:14,6,15,2,0,IN_SERVICE
7600,2023-12-11 15:22:14,19,0,0,1,IN_SERVICE
7667,2023-12-11 15:22:14,11,22,0,0,IN_SERVICE
7762,2023-12-11 15:22:14,13,0,0,0,IN_SERVICE
7002,2023-12-11 15:33:26,5,14,0,0,IN_SERVICE
7008,2023-12-11 15:33:26,14,5,0,0,IN_SERVICE
7023,2023-12-11 15:33:26,0,11,0,0,IN_SERVICE
7058,2023-12-11 15:33:26,9,9,1,0,IN_SERVICE
7063,2023-12-11 15:33:26,7,16,0,0,IN_SERVICE
7066,2023-12-11 15:33:26,16,1,0,0,IN_SERVICE
7078,2023-12-11 15:33:26,6,6,1,2,IN_SERVICE
7155,2023-12-11 15:33:26,0,19,0,0,IN_SERVICE
7170,2023-12-11 15:33:26,6,9,0,0,IN_SERVICE
7190,2023-12-11 15:33:26,14,0,1,0,IN_SERVICE
7191,2023-12-11 15:33:26,1,9,1,0,IN_SERVICE
7195,2023-12-11 15:33:26,1,10,0,0,IN_SERVICE
7250,2023-12-11 15:33:26,16,0,0,0,IN_SERVICE
7252,2023-12-11 15:33:26,0,17,1,0,IN_SERVICE
7273,2023-12-11 15:33:26,0,20,0,0,IN_SERVICE
7274,2023-12-11 15:33:26,9,7,0,0,IN_SERVICE
7285,2023-12-11 15:33:26,12,23,1,0,IN_SERVICE
7335,2023-12-11 15:33:26,5,14,0,0,IN_SERVICE
7358,2023-12-11 15:33:26,16,1,0,0,IN_SERVICE
7457,2023-12-11 15:33:26,6,15,2,0,IN_SERVICE
7600,2023-12-11 15:33:26,19,0,0,1,IN_SERVICE
7667,2023-12-11 15:33:26,12,21,0,0,IN_SERVICE
7762,2023-12-11 15:33:26,13,0,0,0,IN_SERVICE
7002,2023-12-11 15:43:27,8,11,0,0,IN_SERVICE
7008,2023-12-11 15:43:27,14,5,0,0,IN_SERVICE
7023,2023-12-11 15:43:27,0,11,0,0,IN_SERVICE
7058,2023-12-11 15:43:27,9,9,1,0,IN_SERVICE
7063,2023-12-11 15:43:27,9,14,0,0,IN_SERVICE
7066,2023-12-11 15:43:27,16,1,0,0,IN_SERVICE
7078,2023-12-11 15:43:27,4,8,1,2,IN_SERVICE
7155,2023-12-11 15:43:27,0,19,0,0,IN_SERVICE
7170,2023-12-11 15:43:27,6,9,0,0,IN_SERVICE
7190,2023-12-11 15:43:27,14,0,1,0,IN_SERVICE
7191,2023-12-11 15:43:27,1,9,1,0,IN_SERVICE
7195,2023-12-11 15:43:27,0,11,0,0,IN_SERVICE
7250,2023-12-11 15:43:27,15,1,0,0,IN_SERVICE
7252,2023-12-11 15:43:27,0,17,1,0,IN_SERVICE
7273,2023-12-11 15:43:27,0,20,0,0,IN_SERVICE
7274,2023-12-11 15:43:27,7,9,0,0,IN_SERVICE
7285,2023-12-11 15:43:27,11,24,1,0,IN_SERVICE
7335,2023-12-11 15:43:27,5,14,0,0,IN_SERVICE
7358,2023-12-11 15:43:27,16,0,0,1,IN_SERVICE
7457,2023-12-11 15:43:27,6,15,2,0,IN_SERVICE
7600,2023-12-11 15:43:27,19,0,0,1,IN_SERVICE
7667,2023-12-11 15:43:27,12,21,0,0,IN_SERVICE
7762,2023-12-11 15:43:27,13,0,0,0,IN_SERVICE
7002,2023-12-11 15:53:34,8,11,0,0,IN_SERVICE
7008,2023-12-11 15:53:34,14,5,0,0,IN_SERVICE
7023,2023-12-11 15:53:34,0,11,0,0,IN_SERVICE
7058,2023-12-11 15:53:34,9,9,1,0,IN_SERVICE
7063,2023-12-11 15:53:34,10,13,0,0,IN_SERVICE
7066,2023-12-11 15:53:34,17,0,0,0,IN_SERVICE
7078,2023-12-11 15:53:34,4,8,1,2,IN_SERVICE
7155,2023-12-11 15:53:34,1,18,0,0,IN_SERVICE
7170,2023-12-11 15:53:34,6,9,0,0,IN_SERVICE
7190,2023-12-11 15:53:34,14,0,1,0,IN_SERVICE
7191,2023-12-11 15:53:34,0,10,1,0,IN_SERVICE
7195,2023-12-11 15:53:34,0,11,0,0,IN_SERVICE
7250,2023-12-11 15:53:34,16,0,0,0,IN_SERVICE
7252,2023-12-11 15:53:34,0,17,1,0,IN_SERVICE
7273,2023-12-11 15:53:34,0,20,0,0,IN_SERVICE
7274,2023-12-11 15:53:34,7,9,0,0,IN_SERVICE
7285,2023-12-11 15:53:34,11,24,1,0,IN_SERVICE
7335,2023-12-11 15:53:34,5,14,0,0,IN_SERVICE
7358,2023-12-11 15:53:34,16,0,0,1,IN_SERVICE
7457,2023-12-11 15:53:34,5,16,2,0,IN_SERVICE
7600,2023-12-11 15:53:34,19,0,0,1,IN_SERVICE
7667,2023-12-11 15:53:34,12,22,0,0,IN_SERVICE
7762,2023-12-11 15:53:34,13,0,0,0,IN_SERVICE
7002,2023-12-11 16:14:14,7,12,0,0,IN_SERVICE
7008,2023-12-11 16:14:14,16,3,0,0,IN_SERVICE
7023,2023-12-11 16:14:14,1,10,0,0,IN_SERVICE
7058,2023-12-11 16:14:14,10,8,1,0,IN_SERVICE
7063,2023-12-11 16:14:14,10,13,0,0,IN_SERVICE
7066,2023-12-11 16:14:14,17,0,0,0,IN_SERVICE
7078,2023-12-11 16:14:14,3,9,1,2,IN_SERVICE
7155,2023-12-11 16:14:14,1,18,0,0,IN_SERVICE
7170,2023-12-11 16:14:14,7,8,0,0,IN_SERVICE
7190,2023-12-11 16:14:14,13,1,1,0,IN_SERVICE
7191,2023-12-11 16:14:14,0,10,1,0,IN_SERVICE
7195,2023-12-11 16:14:14,0,11,0,0,IN_SERVICE
7250,2023-12-11 16:14:14,14,2,0,0,IN_SERVICE
7252,2023-12-11 16:14:14,0,17,1,0,IN_SERVICE
7273,2023-12-11 16:14:14,0,20,0,0,IN_SERVICE
7274,2023-12-11 16:14:14,7,9,0,0,IN_SERVICE
7285,2023-12-11 16:14:14,12,23,1,0,IN_SERVICE
7335,2023-12-11 16:14:14,5,14,0,0,IN_SERVICE
7358,2023-12-11 16:14:14,13,3,0,1,IN_SERVICE
7457,2023-12-11 16:14:14,6,15,2,0,IN_SERVICE
7600,2023-12-11 16:14:14,19,0,0,1,IN_SERVICE
7667,2023-12-11 16:14:14,12,22,0,0,IN_SERVICE
7762,2023-12-11 16:14:14,13,0,0,0,IN_SERVICE
7002,2023-12-11 21:18:52,5,14,0,0,IN_SERVICE
7008,2023-12-11 21:18:52,17,2,0,0,IN_SERVICE
7023,2023-12-11 21:18:52,0,11,0,0,IN_SERVICE
7058,2023-12-11 21:18:52,15,3,1,0,IN_SERVICE
7063,2023-12-11 21:18:52,14,9,0,0,IN_SERVICE
7066,2023-12-11 21:18:52,16,1,0,0,IN_SERVICE
7078,2023-12-11 21:18:52,3,9,1,2,IN_SERVICE
7155,2023-12-11 21:18:52,0,19,0,0,IN_SERVICE
7170,2023-12-11 21:18:52,14,0,1,0,IN_SERVICE
7190,2023-12-11 21:18:52,12,2,1,0,IN_SERVICE
7191,2023-12-11 21:18:52,0,10,1,0,IN_SERVICE
7195,2023-12-11 21:18:52,0,11,0,0,IN_SERVICE
7250,2023-12-11 21:18:52,14,1,1,0,IN_SERVICE
7252,2023-12-11 21:18:52,4,13,1,0,IN_SERVICE
7273,2023-12-11 21:18:52,2,17,0,1,IN_SERVICE
7274,2023-12-11 21:18:52,4,12,0,0,IN_SERVICE
7285,2023-12-11 21:18:52,17,18,1,0,IN_SERVICE
7335,2023-12-11 21:18:52,2,17,0,0,IN_SERVICE
7358,2023-12-11 21:18:52,14,2,0,1,IN_SERVICE
7457,2023-12-11 21:18:52,17,3,2,0,IN_SERVICE
7600,2023-12-11 21:18:52,14,6,0,0,IN_SERVICE
7667,2023-12-11 21:18:52,9,25,0,0,IN_SERVICE
7762,2023-12-11 21:18:52,10,4,0,0,IN_SERVICE
7002,2023-12-11 21:30:17,7,12,0,0,IN_SERVICE
7008,2023-12-11 21:30:17,16,3,0,0,IN_SERVICE
7023,2023-12-11 21:30:17,1,10,0,0,IN_SERVICE
7058,2023-12-11 21:30:17,15,3,1,0,IN_SERVICE
7063,2023-12-11 21:30:17,14,9,0,0,IN_SERVICE
7066,2023-12-11 21:30:17,14,3,0,0,IN_SERVICE
7078,2023-12-11 21:30:17,3,9,1,2,IN_SERVICE
7155,2023-12-11 21:30:17,0,19,0,0,IN_SERVICE
7170,2023-12-11 21:30:17,13,1,1,0,IN_SERVICE
7190,2023-12-11 21:30:17,11,3,1,0,IN_SERVICE
7191,2023-12-11 21:30:17,0,10,1,0,IN_SERVICE
7195,2023-12-11 21:30:17,0,11,0,0,IN_SERVICE
7250,2023-12-11 21:30:17,13,2,1,0,IN_SERVICE
7252,2023-12-11 21:30:17,5,12,1,0,IN_SERVICE
7273,2023-12-11 21:30:17,2,17,0,1,IN_SERVICE
7274,2023-12-11 21:30:17,4,12,0,0,IN_SERVICE
7285,2023-12-11 21:30:17,18,17,1,0,IN_SERVICE
7335,2023-12-11 21:30:17,2,17,0,0,IN_SERVICE
7358,2023-12-11 21:30:17,14,2,0,1,IN_SERVICE
7457,2023-12-11 21:30:17,18,2,2,0,IN_SERVICE
7600,2023-12-11 21:30:17,14,6,0,0,IN_SERVICE
7667,2023-12-11 21:30:17,10,24,0,0,IN_SERVICE
7762,2023-12-11 21:30:17,8,6,0,0,IN_SERVICE
7002,2023-12-11 21:42:12,7,12,0,0,IN_SERVICE
7008,2023-12-11 21:42:12,16,3,0,0,IN_SERVICE
7023,2023-12-11 21:42:12,3,8,0,0,IN_SERVICE
7058,2023-12-11 21:42:12,12,6,1,0,IN_SERVICE
7063,2023-12-11 21:42:12,14,9,0,0,IN_SERVICE
7066,2023-12-11 21:42:12,12,5,0,0,IN_SERVICE
7078,2023-12-11 21:42:12,3,9,1,2,IN_SERVICE
7155,2023-12-11 21:42:12,0,19,0,0,IN_SERVICE
7170,2023-12-11 21:42:12,13,1,1,0,IN_SERVICE
7190,2023-12-11 21:42:12,13,1,1,0,IN_SERVICE
7191,2023-12-11 21:42:12,1,9,1,0,IN_SERVICE
7195,2023-12-11 21:42:12,0,11,0,0,IN_SERVICE
7250,2023-12-11 21:42:12,12,3,1,0,IN_SERVICE
7252,2023-12-11 21:42:12,6,11,1,0,IN_SERVICE
7273,2023-12-11 21:42:12,2,17,0,1,IN_SERVICE
7274,2023-12-11 21:42:12,3,13,0,0,IN_SERVICE
7285,2023-12-11 21:42:12,18,17,1,0,IN_SERVICE
7335,2023-12-11 21:42:12,1,18,0,0,IN_SERVICE
7358,2023-12-11 21:42:12,14,2,0,1,IN_SERVICE
7457,2023-12-11 21:42:12,17,3,2,0,IN_SERVICE
7600,2023-12-11 21:42:12,11,9,0,0,IN_SERVICE
7667,2023-12-11 21:42:12,11,23,0,0,IN_SERVICE
7762,2023-12-11 21:42:12,7,7,0,0,IN_SERVICE
7002,2023-12-11 21:53:33,6,13,0,0,IN_SERVICE
7008,2023-12-11 21:53:33,16,3,0,0,IN_SERVICE
7023,2023-12-11 21:53:33,3,8,0,0,IN_SERVICE
7058,2023-12-11 21:53:33,9,9,1,0,IN_SERVICE
7063,2023-12-11 21:53:33,14,9,0,0,IN_SERVICE
7066,2023-12-11 21:53:33,10,7,0,0,IN_SERVICE
7078,2023-12-11 21:53:33,0,12,1,2,IN_SERVICE
7155,2023-12-11 21:53:33,0,19,0,0,IN_SERVICE
7170,2023-12-11 21:53:33,13,1,1,0,IN_SERVICE
7190,2023-12-11 21:53:33,12,2,1,0,IN_SERVICE
7191,2023-12-11 21:53:33,1,9,1,0,IN_SERVICE
7195,2023-12-11 21:53:33,0,11,0,0,IN_SERVICE
7250,2023-12-11 21:53:33,10,5,1,0,IN_SERVICE
7252,2023-12-11 21:53:33,4,13,1,0,IN_SERVICE
7273,2023-12-11 21:53:33,0,19,0,1,IN_SERVICE
7274,2023-12-11 21:53:33,4,12,0,0,IN_SERVICE
7285,2023-12-11 21:53:33,18,17,1,0,IN_SERVICE
7335,2023-12-11 21:53:33,0,19,0,0,IN_SERVICE
7358,2023-12-11 21:53:33,13,3,0,1,IN_SERVICE
7457,2023-12-11 21:53:33,17,4,2,0,IN_SERVICE
7600,2023-12-11 21:53:33,11,9,0,0,IN_SERVICE
7667,2023-12-11 21:53:33,11,23,0,0,IN_SERVICE
7762,2023-12-11 21:53:33,6,8,0,0,IN_SERVICE
7002,2023-12-11 22:12:24,7,12,0,0,IN_SERVICE
7008,2023-12-11 22:12:24,16,3,0,0,IN_SERVICE
7023,2023-12-11 22:12:24,1,10,0,0,IN_SERVICE
7058,2023-12-11 22:12:24,7,11,1,0,IN_SERVICE
7063,2023-12-11 22:12:24,11,12,0,0,IN_SERVICE
7066,2023-12-11 22:12:24,9,8,0,0,IN_SERVICE
7078,2023-12-11 22:12:24,0,12,1,2,IN_SERVICE
7155,2023-12-11 22:12:24,1,18,0,0,IN_SERVICE
7170,2023-12-11 22:12:24,12,2,1,0,IN_SERVICE
7190,2023-12-11 22:12:24,11,3,1,0,IN_SERVICE
7191,2023-12-11 22:12:24,2,8,1,0,IN_SERVICE
7195,2023-12-11 22:12:24,1,10,0,0,IN_SERVICE
7250,2023-12-11 22:12:24,6,9,1,0,IN_SERVICE
7252,2023-12-11 22:12:24,3,14,1,0,IN_SERVICE
7273,2023-12-11 22:12:24,0,19,0,1,IN_SERVICE
7274,2023-12-11 22:12:24,4,12,0,0,IN_SERVICE
7285,2023-12-11 22:12:24,19,16,1,0,IN_SERVICE
7335,2023-12-11 22:12:24,0,19,0,0,IN_SERVICE
7358,2023-12-11 22:12:24,12,4,0,1,IN_SERVICE
7457,2023-12-11 22:12:24,18,3,2,0,IN_SERVICE
7600,2023-12-11 22:12:24,9,11,0,0,IN_SERVICE
7667,2023-12-11 22:12:24,11,23,0,0,IN_SERVICE
7762,2023-12-11 22:12:24,5,8,0,0,IN_SERVICE
7002,2023-12-11 22:29:38,4,15,0,0,IN_SERVICE
7008,2023-12-11 22:29:38,16,3,0,0,IN_SERVICE
7023,2023-12-11 22:29:38,1,10,0,0,IN_SERVICE
7058,2023-12-11 22:29:38,8,10,1,0,IN_SERVICE
7063,2023-12-11 22:29:38,11,12,0,0,IN_SERVICE
7066,2023-12-11 22:29:38,9,8,0,0,IN_SERVICE
7078,2023-12-11 22:29:38,0,12,1,2,IN_SERVICE
7155,2023-12-11 22:29:38,1,18,0,0,IN_SERVICE
7170,2023-12-11 22:29:38,13,1,1,0,IN_SERVICE
7190,2023-12-11 22:29:38,8,6,1,0,IN_SERVICE
7191,2023-12-11 22:29:38,2,8,1,0,IN_SERVICE
7195,2023-12-11 22:29:38,0,11,0,0,IN_SERVICE
7250,2023-12-11 22:29:38,4,11,1,0,IN_SERVICE
7252,2023-12-11 22:29:38,1,16,1,0,IN_SERVICE
7273,2023-12-11 22:29:38,1,18,0,1,IN_SERVICE
7274,2023-12-11 22:29:38,4,12,0,0,IN_SERVICE
7285,2023-12-11 22:29:38,22,13,1,0,IN_SERVICE
7335,2023-12-11 22:29:38,0,19,0,0,IN_SERVICE
7358,2023-12-11 22:29:38,12,4,0,1,IN_SERVICE
7457,2023-12-11 22:29:38,17,4,2,0,IN_SERVICE
7600,2023-12-11 22:29:38,10,10,0,0,IN_SERVICE
7667,2023-12-11 22:29:38,10,24,0,0,IN_SERVICE
7762,2023-12-11 22:29:38,7,7,0,0,IN_SERVICE
7002,2023-12-11 22:41:04,4,15,0,0,IN_SERVICE
7008,2023-12-11 22:41:04,16,3,0,0,IN_SERVICE
7023,2023-12-11 22:41:04,1,10,0,0,IN_SERVICE
7058,2023-12-11 22:41:04,7,11,1,0,IN_SERVICE
7063,2023-12-11 22:41:04,10,13,0,0,IN_SERVICE
7066,2023-12-11 22:41:04,10,7,0,0,IN_SERVICE
7078,2023-12-11 22:41:04,1,11,1,2,IN_SERVICE
7155,2023-12-11 22:41:04,1,18,0,0,IN_SERVICE
7170,2023-12-11 22:41:04,11,3,1,0,IN_SERVICE
7190,2023-12-11 22:41:04,9,5,1,0,IN_SERVICE
7191,2023-12-11 22:41:04,3,7,1,0,IN_SERVICE
7195,2023-12-11 22:41:04,1,10,0,0,IN_SERVICE
7250,2023-12-11 22:41:04,4,11,1,0,IN_SERVICE
7252,2023-12-11 22:41:04,1,16,1,0,IN_SERVICE
7273,2023-12-11 22:41:04,0,19,0,1,IN_SERVICE
7274,2023-12-11 22:41:04,4,12,0,0,IN_SERVICE
7285,2023-12-11 22:41:04,26,9,1,0,IN_SERVICE
7335,2023-12-11 22:41:04,0,19,0,0,IN_SERVICE
7358,2023-12-11 22:41:04,12,4,0,1,IN_SERVICE
7457,2023-12-11 22:41:04,17,4,2,0,IN_SERVICE
7600,2023-12-11 22:41:04,9,11,0,0,IN_SERVICE
7667,2023-12-11 22:41:04,10,24,0,0,IN_SERVICE
7762,2023-12-11 22:41:04,10,4,0,0,IN_SERVICE
7002,2023-12-11 22:52:12,6,12,0,1,IN_SERVICE
7008,2023-12-11 22:52:12,17,2,0,0,IN_SERVICE
7023,2023-12-11 22:52:12,1,10,0,0,IN_SERVICE
7058,2023-12-11 22:52:12,6,12,1,0,IN_SERVICE
7063,2023-12-11 22:52:12,10,13,0,0,IN_SERVICE
7066,2023-12-11 22:52:12,11,6,0,0,IN_SERVICE
7078,2023-12-11 22:52:12,3,9,1,2,IN_SERVICE
7155,2023-12-11 22:52:12,1,18,0,0,IN_SERVICE
7170,2023-12-11 22:52:12,10,4,1,0,IN_SERVICE
7190,2023-12-11 22:52:12,9,5,1,0,IN_SERVICE
7191,2023-12-11 22:52:12,3,7,1,0,IN_SERVICE
7195,2023-12-11 22:52:12,1,10,0,0,IN_SERVICE
7250,2023-12-11 22:52:12,1,14,1,0,IN_SERVICE
7252,2023-12-11 22:52:12,1,16,1,0,IN_SERVICE
7273,2023-12-11 22:52:12,0,19,0,1,IN_SERVICE
7274,2023-12-11 22:52:12,4,12,0,0,IN_SERVICE
7285,2023-12-11 22:52:12,23,12,1,0,IN_SERVICE
7335,2023-12-11 22:52:12,0,19,0,0,IN_SERVICE
7358,2023-12-11 22:52:12,11,5,0,1,IN_SERVICE
7457,2023-12-11 22:52:12,16,5,2,0,IN_SERVICE
7600,2023-12-11 22:52:12,10,10,0,0,IN_SERVICE
7667,2023-12-11 22:52:12,10,24,0,0,IN_SERVICE
7762,2023-12-11 22:52:12,9,5,0,0,IN_SERVICE
7002,2023-12-11 23:11:04,10,8,0,1,IN_SERVICE
7008,2023-12-11 23:11:04,16,3,0,0,IN_SERVICE
7023,2023-12-11 23:11:04,1,10,0,0,IN_SERVICE
7058,2023-12-11 23:11:04,4,14,1,0,IN_SERVICE
7063,2023-12-11 23:11:04,10,13,0,0,IN_SERVICE
7066,2023-12-11 23:11:04,9,8,0,0,IN_SERVICE
7078,2023-12-11 23:11:04,3,9,1,2,IN_SERVICE
7155,2023-12-11 23:11:04,0,19,0,0,IN_SERVICE
7170,2023-12-11 23:11:04,9,5,1,0,IN_SERVICE
7190,2023-12-11 23:11:04,7,7,1,0,IN_SERVICE
7191,2023-12-11 23:11:04,2,8,1,0,IN_SERVICE
7195,2023-12-11 23:11:04,1,10,0,0,IN_SERVICE
7250,2023-12-11 23:11:04,2,13,1,0,IN_SERVICE
7252,2023-12-11 23:11:04,2,15,1,0,IN_SERVICE
7273,2023-12-11 23:11:04,0,19,0,1,IN_SERVICE
7274,2023-12-11 23:11:04,4,12,0,0,IN_SERVICE
7285,2023-12-11 23:11:04,20,14,2,0,IN_SERVICE
7335,2023-12-11 23:11:04,0,19,0,0,IN_SERVICE
7358,2023-12-11 23:11:04,10,6,0,1,IN_SERVICE
7457,2023-12-11 23:11:04,13,8,2,0,IN_SERVICE
7600,2023-12-11 23:11:04,8,12,0,0,IN_SERVICE
7667,2023-12-11 23:11:04,11,23,0,0,IN_SERVICE
7762,2023-12-11 23:11:04,10,4,0,0,IN_SERVICE
7002,2023-12-11 23:24:58,9,9,0,1,IN_SERVICE
7008,2023-12-11 23:24:58,16,3,0,0,IN_SERVICE
7023,2023-12-11 23:24:58,2,9,0,0,IN_SERVICE
7058,2023-12-11 23:24:58,6,12,1,0,IN_SERVICE
7063,2023-12-11 23:24:58,9,14,0,0,IN_SERVICE
7066,2023-12-11 23:24:58,7,10,0,0,IN_SERVICE
7078,2023-12-11 23:24:58,5,7,1,2,IN_SERVICE
7155,2023-12-11 23:24:58,2,17,0,0,IN_SERVICE
7170,2023-12-11 23:24:58,8,6,1,0,IN_SERVICE
7190,2023-12-11 23:24:58,4,10,1,0,IN_SERVICE
7191,2023-12-11 23:24:58,3,7,1,0,IN_SERVICE
7195,2023-12-11 23:24:58,0,11,0,0,IN_SERVICE
7250,2023-12-11 23:24:58,3,12,1,0,IN_SERVICE
7252,2023-12-11 23:24:58,1,16,1,0,IN_SERVICE
7273,2023-12-11 23:24:58,1,18,0,1,IN_SERVICE
7274,2023-12-11 23:24:58,5,11,0,0,IN_SERVICE
7285,2023-12-11 23:24:58,16,18,2,0,IN_SERVICE
7335,2023-12-11 23:24:58,0,19,0,0,IN_SERVICE
7358,2023-12-11 23:24:58,10,6,0,1,IN_SERVICE
7457,2023-12-11 23:24:58,11,10,2,0,IN_SERVICE
7600,2023-12-11 23:24:58,10,10,0,0,IN_SERVICE
7667,2023-12-11 23:24:58,10,24,0,0,IN_SERVICE
7762,2023-12-11 23:24:58,9,5,0,0,IN_SERVICE
7002,2023-12-11 23:36:52,9,9,0,1,IN_SERVICE
7008,2023-12-11 23:36:52,16,3,0,0,IN_SERVICE
7023,2023-12-11 23:36:52,3,8,0,0,IN_SERVICE
7058,2023-12-11 23:36:52,7,11,1,0,IN_SERVICE
7063,2023-12-11 23:36:52,9,14,0,0,IN_SERVICE
7066,2023-12-11 23:36:52,7,10,0,0,IN_SERVICE
7078,2023-12-11 23:36:52,5,7,1,2,IN_SERVICE
